,STATION,LAT,LON,ELEV,DATE,PRCP,TMAX,TMIN,SNOW,SNWD
914861,USC00447338,36.9769,-79.8961,400.8,734914,0,44,-56,0,0
914915,USC00447338,36.9769,-79.8961,400.8,734915,0,44,-56,0,0
914969,USC00447338,36.9769,-79.8961,400.8,734916,0,44,-56,0,0
915023,USC00447338,36.9769,-79.8961,400.8,734917,0,44,-56,0,0
915077,USC00447338,36.9769,-79.8961,400.8,734918,0,44,-56,0,0
915131,USC00447338,36.9769,-79.8961,400.8,734919,0,44,-56,0,0
915185,USC00447338,36.9769,-79.8961,400.8,734920,0,44,-56,0,0
915239,USC00447338,36.9769,-79.8961,400.8,734921,0,44,-56,0,0
915293,USC00447338,36.9769,-79.8961,400.8,734922,0,44,-56,0,0
915347,USC00447338,36.9769,-79.8961,400.8,734923,0,44,-56,0,0
915401,USC00447338,36.9769,-79.8961,400.8,734924,0,44,-56,0,0
915455,USC00447338,36.9769,-79.8961,400.8,734925,0,44,-56,0,0
915509,USC00447338,36.9769,-79.8961,400.8,734926,0,44,-56,0,0
915563,USC00447338,36.9769,-79.8961,400.8,734927,0,44,-56,0,0
915618,USC00447338,36.9769,-79.8961,400.8,734928,0,67,17,0,0
915673,USC00447338,36.9769,-79.8961,400.8,734929,0,67,17,0,0
915728,USC00447338,36.9769,-79.8961,400.8,734930,0,67,17,0,0
915783,USC00447338,36.9769,-79.8961,400.8,734931,0,67,17,0,0
915838,USC00447338,36.9769,-79.8961,400.8,734932,0,67,17,0,0
915893,USC00447338,36.9769,-79.8961,400.8,734933,0,67,17,0,0
915948,USC00447338,36.9769,-79.8961,400.8,734934,0,67,17,0,0
916003,USC00447338,36.9769,-79.8961,400.8,734935,0,67,17,0,0
916058,USC00447338,36.9769,-79.8961,400.8,734936,0,67,17,0,0
916113,USC00447338,36.9769,-79.8961,400.8,734937,0,67,17,0,0
916168,USC00447338,36.9769,-79.8961,400.8,734938,0,67,17,0,0
916223,USC00447338,36.9769,-79.8961,400.8,734939,0,67,17,0,0
916278,USC00447338,36.9769,-79.8961,400.8,734940,0,67,17,0,0
916333,USC00447338,36.9769,-79.8961,400.8,734941,0,67,17,0,0
916388,USC00447338,36.9769,-79.8961,400.8,734942,0,67,17,0,0
916443,USC00447338,36.9769,-79.8961,400.8,734943,0,67,17,0,0
916498,USC00447338,36.9769,-79.8961,400.8,734944,0,67,17,0,0
916553,USC00447338,36.9769,-79.8961,400.8,734945,0,67,17,0,0
916608,USC00447338,36.9769,-79.8961,400.8,734946,0,67,17,0,0
916663,USC00447338,36.9769,-79.8961,400.8,734947,0,67,17,0,0
916718,USC00447338,36.9769,-79.8961,400.8,734948,0,67,17,0,0
916773,USC00447338,36.9769,-79.8961,400.8,734949,0,67,17,0,0
916828,USC00447338,36.9769,-79.8961,400.8,734950,0,67,17,0,0
916883,USC00447338,36.9769,-79.8961,400.8,734951,0,67,17,0,0
916938,USC00447338,36.9769,-79.8961,400.8,734952,0,67,17,0,0
916993,USC00447338,36.9769,-79.8961,400.8,734953,0,67,17,0,0
917048,USC00447338,36.9769,-79.8961,400.8,734954,0,67,17,0,0
917103,USC00447338,36.9769,-79.8961,400.8,734955,0,67,17,0,0
917158,USC00447338,36.9769,-79.8961,400.8,734956,0,67,17,0,0
917213,USC00447338,36.9769,-79.8961,400.8,734957,0,67,17,0,0
917268,USC00447338,36.9769,-79.8961,400.8,734958,0,67,17,0,0
917317,USC00447338,36.9769,-79.8961,400.8,734959,0,167,50,0,0
917367,USC00447338,36.9769,-79.8961,400.8,734960,0,167,50,0,0
917417,USC00447338,36.9769,-79.8961,400.8,734961,0,167,50,0,0
917467,USC00447338,36.9769,-79.8961,400.8,734962,0,167,50,0,0
917517,USC00447338,36.9769,-79.8961,400.8,734963,0,167,50,0,0
917567,USC00447338,36.9769,-79.8961,400.8,734964,0,167,50,0,0
917617,USC00447338,36.9769,-79.8961,400.8,734965,0,167,50,0,0
917667,USC00447338,36.9769,-79.8961,400.8,734966,0,167,50,0,0
917717,USC00447338,36.9769,-79.8961,400.8,734967,0,167,50,0,0
917767,USC00447338,36.9769,-79.8961,400.8,734968,0,167,50,0,0
917817,USC00447338,36.9769,-79.8961,400.8,734969,0,167,50,0,0
917867,USC00447338,36.9769,-79.8961,400.8,734970,0,167,50,0,0
917917,USC00447338,36.9769,-79.8961,400.8,734971,0,167,50,0,0
917967,USC00447338,36.9769,-79.8961,400.8,734972,0,167,50,0,0
918017,USC00447338,36.9769,-79.8961,400.8,734973,0,167,50,0,0
918067,USC00447338,36.9769,-79.8961,400.8,734974,0,167,50,0,0
918117,USC00447338,36.9769,-79.8961,400.8,734975,0,167,50,0,0
918167,USC00447338,36.9769,-79.8961,400.8,734976,0,167,50,0,0
918217,USC00447338,36.9769,-79.8961,400.8,734977,0,167,50,0,0
918267,USC00447338,36.9769,-79.8961,400.8,734978,0,167,50,0,0
918317,USC00447338,36.9769,-79.8961,400.8,734979,0,167,50,0,0
918367,USC00447338,36.9769,-79.8961,400.8,734980,0,167,50,0,0
918417,USC00447338,36.9769,-79.8961,400.8,734981,0,167,50,0,0
918467,USC00447338,36.9769,-79.8961,400.8,734982,0,167,50,0,0
918517,USC00447338,36.9769,-79.8961,400.8,734983,0,167,50,0,0
918567,USC00447338,36.9769,-79.8961,400.8,734984,0,167,50,0,0
918617,USC00447338,36.9769,-79.8961,400.8,734985,0,167,50,0,0
918667,USC00447338,36.9769,-79.8961,400.8,734986,0,167,50,0,0
918717,USC00447338,36.9769,-79.8961,400.8,734987,0,167,50,0,0
918767,USC00447338,36.9769,-79.8961,400.8,734988,0,167,50,0,0
918818,USC00447338,36.9769,-79.8961,400.8,734989,5,206,122,0,0
918868,USC00447338,36.9769,-79.8961,400.8,734990,5,206,122,0,0
918918,USC00447338,36.9769,-79.8961,400.8,734991,5,206,122,0,0
918968,USC00447338,36.9769,-79.8961,400.8,734992,5,206,122,0,0
919018,USC00447338,36.9769,-79.8961,400.8,734993,5,206,122,0,0
919068,USC00447338,36.9769,-79.8961,400.8,734994,5,206,122,0,0
919118,USC00447338,36.9769,-79.8961,400.8,734995,5,206,122,0,0
919168,USC00447338,36.9769,-79.8961,400.8,734996,5,206,122,0,0
919218,USC00447338,36.9769,-79.8961,400.8,734997,5,206,122,0,0
919268,USC00447338,36.9769,-79.8961,400.8,734998,5,206,122,0,0
919318,USC00447338,36.9769,-79.8961,400.8,734999,5,206,122,0,0
919368,USC00447338,36.9769,-79.8961,400.8,735000,5,206,122,0,0
919418,USC00447338,36.9769,-79.8961,400.8,735001,5,206,122,0,0
919468,USC00447338,36.9769,-79.8961,400.8,735002,5,206,122,0,0
919518,USC00447338,36.9769,-79.8961,400.8,735003,5,206,122,0,0
919568,USC00447338,36.9769,-79.8961,400.8,735004,5,206,122,0,0
919618,USC00447338,36.9769,-79.8961,400.8,735005,5,206,122,0,0
919668,USC00447338,36.9769,-79.8961,400.8,735006,5,206,122,0,0
919718,USC00447338,36.9769,-79.8961,400.8,735007,5,206,122,0,0
919768,USC00447338,36.9769,-79.8961,400.8,735008,5,206,122,0,0
919818,USC00447338,36.9769,-79.8961,400.8,735009,5,206,122,0,0
919868,USC00447338,36.9769,-79.8961,400.8,735010,5,206,122,0,0
919918,USC00447338,36.9769,-79.8961,400.8,735011,5,206,122,0,0
919968,USC00447338,36.9769,-79.8961,400.8,735012,5,206,122,0,0
920018,USC00447338,36.9769,-79.8961,400.8,735013,5,206,122,0,0
920068,USC00447338,36.9769,-79.8961,400.8,735014,5,206,122,0,0
920118,USC00447338,36.9769,-79.8961,400.8,735015,5,206,122,0,0
920168,USC00447338,36.9769,-79.8961,400.8,735016,5,206,122,0,0
920218,USC00447338,36.9769,-79.8961,400.8,735017,5,206,122,0,0
920268,USC00447338,36.9769,-79.8961,400.8,735018,5,206,122,0,0
920318,USC00447338,36.9769,-79.8961,400.8,735019,5,206,122,0,0
920369,USC00447338,36.9769,-79.8961,400.8,735020,0,306,150,0,0
920421,USC00447338,36.9769,-79.8961,400.8,735021,0,306,150,0,0
920473,USC00447338,36.9769,-79.8961,400.8,735022,0,306,150,0,0
920525,USC00447338,36.9769,-79.8961,400.8,735023,0,306,150,0,0
920577,USC00447338,36.9769,-79.8961,400.8,735024,0,306,150,0,0
920629,USC00447338,36.9769,-79.8961,400.8,735025,0,306,150,0,0
920681,USC00447338,36.9769,-79.8961,400.8,735026,0,306,150,0,0
920733,USC00447338,36.9769,-79.8961,400.8,735027,0,306,150,0,0
920785,USC00447338,36.9769,-79.8961,400.8,735028,0,306,150,0,0
920837,USC00447338,36.9769,-79.8961,400.8,735029,0,306,150,0,0
920889,USC00447338,36.9769,-79.8961,400.8,735030,0,306,150,0,0
920941,USC00447338,36.9769,-79.8961,400.8,735031,0,306,150,0,0
920993,USC00447338,36.9769,-79.8961,400.8,735032,0,306,150,0,0
921045,USC00447338,36.9769,-79.8961,400.8,735033,0,306,150,0,0
921097,USC00447338,36.9769,-79.8961,400.8,735034,0,306,150,0,0
921149,USC00447338,36.9769,-79.8961,400.8,735035,0,306,150,0,0
921201,USC00447338,36.9769,-79.8961,400.8,735036,0,306,150,0,0
921253,USC00447338,36.9769,-79.8961,400.8,735037,0,306,150,0,0
921305,USC00447338,36.9769,-79.8961,400.8,735038,0,306,150,0,0
921357,USC00447338,36.9769,-79.8961,400.8,735039,0,306,150,0,0
921409,USC00447338,36.9769,-79.8961,400.8,735040,0,306,150,0,0
921461,USC00447338,36.9769,-79.8961,400.8,735041,0,306,150,0,0
921513,USC00447338,36.9769,-79.8961,400.8,735042,0,306,150,0,0
921565,USC00447338,36.9769,-79.8961,400.8,735043,0,306,150,0,0
921617,USC00447338,36.9769,-79.8961,400.8,735044,0,306,150,0,0
921669,USC00447338,36.9769,-79.8961,400.8,735045,0,306,150,0,0
921721,USC00447338,36.9769,-79.8961,400.8,735046,0,306,150,0,0
921773,USC00447338,36.9769,-79.8961,400.8,735047,0,306,150,0,0
921825,USC00447338,36.9769,-79.8961,400.8,735048,0,306,150,0,0
921877,USC00447338,36.9769,-79.8961,400.8,735049,0,306,150,0,0
921929,USC00447338,36.9769,-79.8961,400.8,735050,13,294,183,0,0
921980,USC00447338,36.9769,-79.8961,400.8,735051,13,294,183,0,0
922031,USC00447338,36.9769,-79.8961,400.8,735052,13,294,183,0,0
922082,USC00447338,36.9769,-79.8961,400.8,735053,13,294,183,0,0
922133,USC00447338,36.9769,-79.8961,400.8,735054,13,294,183,0,0
922184,USC00447338,36.9769,-79.8961,400.8,735055,13,294,183,0,0
922235,USC00447338,36.9769,-79.8961,400.8,735056,13,294,183,0,0
922286,USC00447338,36.9769,-79.8961,400.8,735057,13,294,183,0,0
922337,USC00447338,36.9769,-79.8961,400.8,735058,13,294,183,0,0
922388,USC00447338,36.9769,-79.8961,400.8,735059,13,294,183,0,0
922439,USC00447338,36.9769,-79.8961,400.8,735060,13,294,183,0,0
922490,USC00447338,36.9769,-79.8961,400.8,735061,13,294,183,0,0
922541,USC00447338,36.9769,-79.8961,400.8,735062,13,294,183,0,0
922592,USC00447338,36.9769,-79.8961,400.8,735063,13,294,183,0,0
922643,USC00447338,36.9769,-79.8961,400.8,735064,13,294,183,0,0
922694,USC00447338,36.9769,-79.8961,400.8,735065,13,294,183,0,0
922745,USC00447338,36.9769,-79.8961,400.8,735066,13,294,183,0,0
922796,USC00447338,36.9769,-79.8961,400.8,735067,13,294,183,0,0
922847,USC00447338,36.9769,-79.8961,400.8,735068,13,294,183,0,0
922898,USC00447338,36.9769,-79.8961,400.8,735069,13,294,183,0,0
922949,USC00447338,36.9769,-79.8961,400.8,735070,13,294,183,0,0
923000,USC00447338,36.9769,-79.8961,400.8,735071,13,294,183,0,0
923051,USC00447338,36.9769,-79.8961,400.8,735072,13,294,183,0,0
923102,USC00447338,36.9769,-79.8961,400.8,735073,13,294,183,0,0
923153,USC00447338,36.9769,-79.8961,400.8,735074,13,294,183,0,0
923204,USC00447338,36.9769,-79.8961,400.8,735075,13,294,183,0,0
923255,USC00447338,36.9769,-79.8961,400.8,735076,13,294,183,0,0
923306,USC00447338,36.9769,-79.8961,400.8,735077,13,294,183,0,0
923357,USC00447338,36.9769,-79.8961,400.8,735078,13,294,183,0,0
923408,USC00447338,36.9769,-79.8961,400.8,735079,13,294,183,0,0
923459,USC00447338,36.9769,-79.8961,400.8,735080,13,294,183,0,0
923508,USC00447338,36.9769,-79.8961,400.8,735081,46,233,183,0,0
923557,USC00447338,36.9769,-79.8961,400.8,735082,46,233,183,0,0
923606,USC00447338,36.9769,-79.8961,400.8,735083,46,233,183,0,0
923655,USC00447338,36.9769,-79.8961,400.8,735084,46,233,183,0,0
923704,USC00447338,36.9769,-79.8961,400.8,735085,46,233,183,0,0
923753,USC00447338,36.9769,-79.8961,400.8,735086,46,233,183,0,0
923802,USC00447338,36.9769,-79.8961,400.8,735087,46,233,183,0,0
923851,USC00447338,36.9769,-79.8961,400.8,735088,46,233,183,0,0
923900,USC00447338,36.9769,-79.8961,400.8,735089,46,233,183,0,0
923949,USC00447338,36.9769,-79.8961,400.8,735090,46,233,183,0,0
923998,USC00447338,36.9769,-79.8961,400.8,735091,46,233,183,0,0
924047,USC00447338,36.9769,-79.8961,400.8,735092,46,233,183,0,0
924096,USC00447338,36.9769,-79.8961,400.8,735093,46,233,183,0,0
924145,USC00447338,36.9769,-79.8961,400.8,735094,46,233,183,0,0
924194,USC00447338,36.9769,-79.8961,400.8,735095,46,233,183,0,0
924243,USC00447338,36.9769,-79.8961,400.8,735096,46,233,183,0,0
924292,USC00447338,36.9769,-79.8961,400.8,735097,46,233,183,0,0
924341,USC00447338,36.9769,-79.8961,400.8,735098,46,233,183,0,0
924390,USC00447338,36.9769,-79.8961,400.8,735099,46,233,183,0,0
924439,USC00447338,36.9769,-79.8961,400.8,735100,46,233,183,0,0
924488,USC00447338,36.9769,-79.8961,400.8,735101,46,233,183,0,0
924537,USC00447338,36.9769,-79.8961,400.8,735102,46,233,183,0,0
924586,USC00447338,36.9769,-79.8961,400.8,735103,46,233,183,0,0
924635,USC00447338,36.9769,-79.8961,400.8,735104,46,233,183,0,0
924684,USC00447338,36.9769,-79.8961,400.8,735105,46,233,183,0,0
924733,USC00447338,36.9769,-79.8961,400.8,735106,46,233,183,0,0
924782,USC00447338,36.9769,-79.8961,400.8,735107,46,233,183,0,0
924831,USC00447338,36.9769,-79.8961,400.8,735108,46,233,183,0,0
924880,USC00447338,36.9769,-79.8961,400.8,735109,46,233,183,0,0
924929,USC00447338,36.9769,-79.8961,400.8,735110,46,233,183,0,0
924978,USC00447338,36.9769,-79.8961,400.8,735111,46,233,183,0,0
925024,USC00447338,36.9769,-79.8961,400.8,735112,81,311,189,0,0
925069,USC00447338,36.9769,-79.8961,400.8,735113,81,311,189,0,0
925114,USC00447338,36.9769,-79.8961,400.8,735114,81,311,189,0,0
925159,USC00447338,36.9769,-79.8961,400.8,735115,81,311,189,0,0
925204,USC00447338,36.9769,-79.8961,400.8,735116,81,311,189,0,0
925249,USC00447338,36.9769,-79.8961,400.8,735117,81,311,189,0,0
925294,USC00447338,36.9769,-79.8961,400.8,735118,81,311,189,0,0
925339,USC00447338,36.9769,-79.8961,400.8,735119,81,311,189,0,0
925384,USC00447338,36.9769,-79.8961,400.8,735120,81,311,189,0,0
925429,USC00447338,36.9769,-79.8961,400.8,735121,81,311,189,0,0
925474,USC00447338,36.9769,-79.8961,400.8,735122,81,311,189,0,0
925519,USC00447338,36.9769,-79.8961,400.8,735123,81,311,189,0,0
925564,USC00447338,36.9769,-79.8961,400.8,735124,81,311,189,0,0
925609,USC00447338,36.9769,-79.8961,400.8,735125,81,311,189,0,0
925654,USC00447338,36.9769,-79.8961,400.8,735126,81,311,189,0,0
925699,USC00447338,36.9769,-79.8961,400.8,735127,81,311,189,0,0
925744,USC00447338,36.9769,-79.8961,400.8,735128,81,311,189,0,0
925789,USC00447338,36.9769,-79.8961,400.8,735129,81,311,189,0,0
925834,USC00447338,36.9769,-79.8961,400.8,735130,81,311,189,0,0
925879,USC00447338,36.9769,-79.8961,400.8,735131,81,311,189,0,0
925924,USC00447338,36.9769,-79.8961,400.8,735132,81,311,189,0,0
925969,USC00447338,36.9769,-79.8961,400.8,735133,81,311,189,0,0
926014,USC00447338,36.9769,-79.8961,400.8,735134,81,311,189,0,0
926059,USC00447338,36.9769,-79.8961,400.8,735135,81,311,189,0,0
926104,USC00447338,36.9769,-79.8961,400.8,735136,81,311,189,0,0
926149,USC00447338,36.9769,-79.8961,400.8,735137,81,311,189,0,0
926194,USC00447338,36.9769,-79.8961,400.8,735138,81,311,189,0,0
926239,USC00447338,36.9769,-79.8961,400.8,735139,81,311,189,0,0
926284,USC00447338,36.9769,-79.8961,400.8,735140,81,311,189,0,0
926329,USC00447338,36.9769,-79.8961,400.8,735141,81,311,189,0,0
926376,USC00447338,36.9769,-79.8961,400.8,735142,0,244,94,0,0
926425,USC00447338,36.9769,-79.8961,400.8,735143,0,244,94,0,0
926474,USC00447338,36.9769,-79.8961,400.8,735144,0,244,94,0,0
926523,USC00447338,36.9769,-79.8961,400.8,735145,0,244,94,0,0
926572,USC00447338,36.9769,-79.8961,400.8,735146,0,244,94,0,0
926621,USC00447338,36.9769,-79.8961,400.8,735147,0,244,94,0,0
926670,USC00447338,36.9769,-79.8961,400.8,735148,0,244,94,0,0
926719,USC00447338,36.9769,-79.8961,400.8,735149,0,244,94,0,0
926768,USC00447338,36.9769,-79.8961,400.8,735150,0,244,94,0,0
926817,USC00447338,36.9769,-79.8961,400.8,735151,0,244,94,0,0
926866,USC00447338,36.9769,-79.8961,400.8,735152,0,244,94,0,0
926915,USC00447338,36.9769,-79.8961,400.8,735153,0,244,94,0,0
926964,USC00447338,36.9769,-79.8961,400.8,735154,0,244,94,0,0
927013,USC00447338,36.9769,-79.8961,400.8,735155,0,244,94,0,0
927062,USC00447338,36.9769,-79.8961,400.8,735156,0,244,94,0,0
927111,USC00447338,36.9769,-79.8961,400.8,735157,0,244,94,0,0
927160,USC00447338,36.9769,-79.8961,400.8,735158,0,244,94,0,0
927209,USC00447338,36.9769,-79.8961,400.8,735159,0,244,94,0,0
927258,USC00447338,36.9769,-79.8961,400.8,735160,0,244,94,0,0
927307,USC00447338,36.9769,-79.8961,400.8,735161,0,244,94,0,0
927356,USC00447338,36.9769,-79.8961,400.8,735162,0,244,94,0,0
927405,USC00447338,36.9769,-79.8961,400.8,735163,0,244,94,0,0
927454,USC00447338,36.9769,-79.8961,400.8,735164,0,244,94,0,0
927503,USC00447338,36.9769,-79.8961,400.8,735165,0,244,94,0,0
927552,USC00447338,36.9769,-79.8961,400.8,735166,0,244,94,0,0
927601,USC00447338,36.9769,-79.8961,400.8,735167,0,244,94,0,0
927650,USC00447338,36.9769,-79.8961,400.8,735168,0,244,94,0,0
927699,USC00447338,36.9769,-79.8961,400.8,735169,0,244,94,0,0
927748,USC00447338,36.9769,-79.8961,400.8,735170,0,244,94,0,0
927797,USC00447338,36.9769,-79.8961,400.8,735171,0,244,94,0,0
927846,USC00447338,36.9769,-79.8961,400.8,735172,0,244,94,0,0
927903,USC00447338,36.9769,-79.8961,400.8,735173,0,228,106,0,0
927959,USC00447338,36.9769,-79.8961,400.8,735174,0,228,106,0,0
928015,USC00447338,36.9769,-79.8961,400.8,735175,0,228,106,0,0
928071,USC00447338,36.9769,-79.8961,400.8,735176,0,228,106,0,0
928127,USC00447338,36.9769,-79.8961,400.8,735177,0,228,106,0,0
928183,USC00447338,36.9769,-79.8961,400.8,735178,0,228,106,0,0
928239,USC00447338,36.9769,-79.8961,400.8,735179,0,228,106,0,0
928295,USC00447338,36.9769,-79.8961,400.8,735180,0,228,106,0,0
928351,USC00447338,36.9769,-79.8961,400.8,735181,0,228,106,0,0
928407,USC00447338,36.9769,-79.8961,400.8,735182,0,228,106,0,0
928463,USC00447338,36.9769,-79.8961,400.8,735183,0,228,106,0,0
928519,USC00447338,36.9769,-79.8961,400.8,735184,0,228,106,0,0
928575,USC00447338,36.9769,-79.8961,400.8,735185,0,228,106,0,0
928631,USC00447338,36.9769,-79.8961,400.8,735186,0,228,106,0,0
928687,USC00447338,36.9769,-79.8961,400.8,735187,0,228,106,0,0
928743,USC00447338,36.9769,-79.8961,400.8,735188,0,228,106,0,0
928799,USC00447338,36.9769,-79.8961,400.8,735189,0,228,106,0,0
928855,USC00447338,36.9769,-79.8961,400.8,735190,0,228,106,0,0
928911,USC00447338,36.9769,-79.8961,400.8,735191,0,228,106,0,0
928967,USC00447338,36.9769,-79.8961,400.8,735192,0,228,106,0,0
929023,USC00447338,36.9769,-79.8961,400.8,735193,0,228,106,0,0
929079,USC00447338,36.9769,-79.8961,400.8,735194,0,228,106,0,0
929135,USC00447338,36.9769,-79.8961,400.8,735195,0,228,106,0,0
929191,USC00447338,36.9769,-79.8961,400.8,735196,0,228,106,0,0
929247,USC00447338,36.9769,-79.8961,400.8,735197,0,228,106,0,0
929303,USC00447338,36.9769,-79.8961,400.8,735198,0,228,106,0,0
929359,USC00447338,36.9769,-79.8961,400.8,735199,0,228,106,0,0
929415,USC00447338,36.9769,-79.8961,400.8,735200,0,228,106,0,0
929471,USC00447338,36.9769,-79.8961,400.8,735201,0,228,106,0,0
929527,USC00447338,36.9769,-79.8961,400.8,735202,0,228,106,0,0
929580,USC00447338,36.9769,-79.8961,400.8,735203,0,72,-78,0,0
929633,USC00447338,36.9769,-79.8961,400.8,735204,0,72,-78,0,0
929686,USC00447338,36.9769,-79.8961,400.8,735205,0,72,-78,0,0
929739,USC00447338,36.9769,-79.8961,400.8,735206,0,72,-78,0,0
929792,USC00447338,36.9769,-79.8961,400.8,735207,0,72,-78,0,0
929845,USC00447338,36.9769,-79.8961,400.8,735208,0,72,-78,0,0
929898,USC00447338,36.9769,-79.8961,400.8,735209,0,72,-78,0,0
929951,USC00447338,36.9769,-79.8961,400.8,735210,0,72,-78,0,0
930004,USC00447338,36.9769,-79.8961,400.8,735211,0,72,-78,0,0
930057,USC00447338,36.9769,-79.8961,400.8,735212,0,72,-78,0,0
930110,USC00447338,36.9769,-79.8961,400.8,735213,0,72,-78,0,0
930163,USC00447338,36.9769,-79.8961,400.8,735214,0,72,-78,0,0
930216,USC00447338,36.9769,-79.8961,400.8,735215,0,72,-78,0,0
930269,USC00447338,36.9769,-79.8961,400.8,735216,0,72,-78,0,0
930322,USC00447338,36.9769,-79.8961,400.8,735217,0,72,-78,0,0
930375,USC00447338,36.9769,-79.8961,400.8,735218,0,72,-78,0,0
930428,USC00447338,36.9769,-79.8961,400.8,735219,0,72,-78,0,0
930481,USC00447338,36.9769,-79.8961,400.8,735220,0,72,-78,0,0
930534,USC00447338,36.9769,-79.8961,400.8,735221,0,72,-78,0,0
930587,USC00447338,36.9769,-79.8961,400.8,735222,0,72,-78,0,0
930640,USC00447338,36.9769,-79.8961,400.8,735223,0,72,-78,0,0
930693,USC00447338,36.9769,-79.8961,400.8,735224,0,72,-78,0,0
930746,USC00447338,36.9769,-79.8961,400.8,735225,0,72,-78,0,0
930799,USC00447338,36.9769,-79.8961,400.8,735226,0,72,-78,0,0
930852,USC00447338,36.9769,-79.8961,400.8,735227,0,72,-78,0,0
930905,USC00447338,36.9769,-79.8961,400.8,735228,0,72,-78,0,0
930958,USC00447338,36.9769,-79.8961,400.8,735229,0,72,-78,0,0
931011,USC00447338,36.9769,-79.8961,400.8,735230,0,72,-78,0,0
931064,USC00447338,36.9769,-79.8961,400.8,735231,0,72,-78,0,0
931117,USC00447338,36.9769,-79.8961,400.8,735232,0,72,-78,0,0
931170,USC00447338,36.9769,-79.8961,400.8,735233,0,72,-78,0,0
931219,USC00447338,36.9769,-79.8961,400.8,735234,0,78,-44,0,0
931267,USC00447338,36.9769,-79.8961,400.8,735235,0,78,-44,0,0
931315,USC00447338,36.9769,-79.8961,400.8,735236,0,78,-44,0,0
931363,USC00447338,36.9769,-79.8961,400.8,735237,0,78,-44,0,0
931411,USC00447338,36.9769,-79.8961,400.8,735238,0,78,-44,0,0
931459,USC00447338,36.9769,-79.8961,400.8,735239,0,78,-44,0,0
931507,USC00447338,36.9769,-79.8961,400.8,735240,0,78,-44,0,0
931555,USC00447338,36.9769,-79.8961,400.8,735241,0,78,-44,0,0
931603,USC00447338,36.9769,-79.8961,400.8,735242,0,78,-44,0,0
931651,USC00447338,36.9769,-79.8961,400.8,735243,0,78,-44,0,0
931699,USC00447338,36.9769,-79.8961,400.8,735244,0,78,-44,0,0
931747,USC00447338,36.9769,-79.8961,400.8,735245,0,78,-44,0,0
931795,USC00447338,36.9769,-79.8961,400.8,735246,0,78,-44,0,0
931843,USC00447338,36.9769,-79.8961,400.8,735247,0,78,-44,0,0
931891,USC00447338,36.9769,-79.8961,400.8,735248,0,78,-44,0,0
931939,USC00447338,36.9769,-79.8961,400.8,735249,0,78,-44,0,0
931987,USC00447338,36.9769,-79.8961,400.8,735250,0,78,-44,0,0
932035,USC00447338,36.9769,-79.8961,400.8,735251,0,78,-44,0,0
932083,USC00447338,36.9769,-79.8961,400.8,735252,0,78,-44,0,0
932131,USC00447338,36.9769,-79.8961,400.8,735253,0,78,-44,0,0
932179,USC00447338,36.9769,-79.8961,400.8,735254,0,78,-44,0,0
932227,USC00447338,36.9769,-79.8961,400.8,735255,0,78,-44,0,0
932275,USC00447338,36.9769,-79.8961,400.8,735256,0,78,-44,0,0
932323,USC00447338,36.9769,-79.8961,400.8,735257,0,78,-44,0,0
932371,USC00447338,36.9769,-79.8961,400.8,735258,0,78,-44,0,0
932419,USC00447338,36.9769,-79.8961,400.8,735259,0,78,-44,0,0
932467,USC00447338,36.9769,-79.8961,400.8,735260,0,78,-44,0,0
932515,USC00447338,36.9769,-79.8961,400.8,735261,0,78,-44,0,0
932563,USC00447338,36.9769,-79.8961,400.8,735262,0,78,-44,0,0
932611,USC00447338,36.9769,-79.8961,400.8,735263,0,78,-44,0,0
932659,USC00447338,36.9769,-79.8961,400.8,735264,0,78,-44,0,0
932708,USC00447338,36.9769,-79.8961,400.8,735265,0,128,-100,0,0
932759,USC00447338,36.9769,-79.8961,400.8,735266,0,128,-100,0,0
932810,USC00447338,36.9769,-79.8961,400.8,735267,0,128,-100,0,0
932861,USC00447338,36.9769,-79.8961,400.8,735268,0,128,-100,0,0
932912,USC00447338,36.9769,-79.8961,400.8,735269,0,128,-100,0,0
932963,USC00447338,36.9769,-79.8961,400.8,735270,0,128,-100,0,0
933014,USC00447338,36.9769,-79.8961,400.8,735271,0,128,-100,0,0
933065,USC00447338,36.9769,-79.8961,400.8,735272,0,128,-100,0,0
933116,USC00447338,36.9769,-79.8961,400.8,735273,0,128,-100,0,0
933167,USC00447338,36.9769,-79.8961,400.8,735274,0,128,-100,0,0
933218,USC00447338,36.9769,-79.8961,400.8,735275,0,128,-100,0,0
933269,USC00447338,36.9769,-79.8961,400.8,735276,0,128,-100,0,0
933320,USC00447338,36.9769,-79.8961,400.8,735277,0,128,-100,0,0
933371,USC00447338,36.9769,-79.8961,400.8,735278,0,128,-100,0,0
933422,USC00447338,36.9769,-79.8961,400.8,735279,0,128,-100,0,0
933473,USC00447338,36.9769,-79.8961,400.8,735280,0,128,-100,0,0
933524,USC00447338,36.9769,-79.8961,400.8,735281,0,128,-100,0,0
933575,USC00447338,36.9769,-79.8961,400.8,735282,0,128,-100,0,0
933626,USC00447338,36.9769,-79.8961,400.8,735283,0,128,-100,0,0
933677,USC00447338,36.9769,-79.8961,400.8,735284,0,128,-100,0,0
933728,USC00447338,36.9769,-79.8961,400.8,735285,0,128,-100,0,0
933779,USC00447338,36.9769,-79.8961,400.8,735286,0,128,-100,0,0
933830,USC00447338,36.9769,-79.8961,400.8,735287,0,128,-100,0,0
